timestamp,details-v1-bf9f794fb-zxrkg_cpu,productpage-v1-649f4b6b86-h6nsx_cpu,ratings-v1-5f7bb6dbdd-hb8rk_cpu,reviews-v1-665cdc9c56-bnc58_cpu,reviews-v2-78f7489cc8-kfj2q_cpu,reviews-v3-7778f74db8-bk7k6_cpu,details-v1-bf9f794fb-zxrkg_memory,productpage-v1-649f4b6b86-h6nsx_memory,ratings-v1-5f7bb6dbdd-hb8rk_memory,reviews-v1-665cdc9c56-bnc58_memory,reviews-v2-78f7489cc8-kfj2q_memory,reviews-v3-7778f74db8-bk7k6_memory,reviews-v3-7778f74db8-bk7k6_network,details-v1-bf9f794fb-zxrkg_network,reviews-v1-665cdc9c56-bnc58_network,ratings-v1-5f7bb6dbdd-hb8rk_network,productpage-v1-649f4b6b86-h6nsx_network,reviews-v2-78f7489cc8-kfj2q_network
2026-03-24 11:04:00,19.673243233333437,235.79954550000366,11.641747266666691,7.044296099987453,29.41997306667569,15.797098933338322,26.329088,297.148416,27.553792,115.712,121.782272,125.878272,2316.817777777778,4066.1877777777777,858.49,1444.0,77803.80444444445,2493.3377777777773
2026-03-24 11:04:05,37.897006799999865,227.50166559999343,6.896225999999989,6.534703000003598,23.176671566655692,21.422929066663222,26.529792,297.22624,27.865088,115.712,121.823232,125.894656,2249.921111111111,1956.5877777777778,918.09,1950.6944444444448,21775.92111111111,2043.0400000000002
2026-03-24 11:04:10,37.897006799999865,227.50166559999343,6.896225999999987,6.534703000003598,23.176671566655692,21.422929066663222,26.529792,297.22624,27.865088,115.712,121.823232,125.894656,2249.921111111111,1956.5877777777778,918.09,1950.6944444444443,21775.92111111111,2043.0400000000002
2026-03-24 11:04:15,37.897006799999865,227.50166559999343,6.896225999999987,6.534703000003598,23.176671566655692,21.422929066663222,26.529792,297.22624,27.865088,115.712,121.823232,125.894656,2249.921111111111,1956.5877777777778,918.09,1950.6944444444443,21775.92111111111,2043.0400000000002
2026-03-24 11:04:20,37.897006799999865,227.50166559999343,6.896225999999987,6.534703000003598,23.176671566655692,21.422929066663222,26.529792,297.22624,27.865088,115.712,121.823232,125.894656,2249.921111111111,1956.5877777777778,918.09,1950.6944444444443,21775.92111111111,2043.0400000000002
2026-03-24 11:04:25,37.897006799999865,227.50166559999343,6.896225999999987,6.534703000003598,23.176671566655692,21.422929066663222,26.529792,297.22624,27.865088,115.712,121.823232,125.894656,2249.921111111111,1956.5877777777778,918.09,1950.6944444444443,21775.92111111111,2043.0400000000002
2026-03-24 11:04:30,37.897006799999865,227.50166559999343,6.896225999999987,6.534703000003598,23.176671566655692,21.422929066663222,26.529792,297.22624,27.865088,115.712,121.823232,125.894656,2249.921111111111,1956.5877777777778,918.09,1950.6944444444443,21775.92111111111,2043.0400000000002
2026-03-24 11:04:35,40.975736733333434,263.6610250666612,5.965250633333361,6.300524500011306,16.764103300010902,22.88301126667041,26.836992,299.39712,28.44672,115.728384,121.823232,125.898752,1956.5877777777778,3636.0899999999997,1174.2044444444443,1369.0000000000005,56422.084444444445,1069.2900000000002
2026-03-24 11:04:40,40.975736733333434,263.6610250666612,5.96525063333336,6.300524500011306,16.764103300010902,22.88301126667041,26.836992,299.39712,28.44672,115.728384,121.823232,125.898752,1956.5877777777778,3636.0899999999997,1174.2044444444443,1369.0,56422.084444444445,1069.2900000000002
2026-03-24 11:04:45,40.975736733333434,263.6610250666612,5.96525063333336,6.300524500011306,16.764103300010902,22.88301126667041,26.836992,299.39712,28.44672,115.728384,121.823232,125.898752,1956.5877777777778,3636.0899999999997,1174.2044444444443,1369.0,56422.084444444445,1069.2900000000002
2026-03-24 11:04:50,40.975736733333434,263.6610250666612,5.96525063333336,6.300524500011306,16.764103300010902,22.88301126667041,26.836992,299.39712,28.44672,115.728384,121.823232,125.898752,1956.5877777777778,3636.0899999999997,1174.2044444444443,1369.0,56422.084444444445,1069.2900000000002
2026-03-24 11:04:55,40.975736733333434,263.6610250666612,5.96525063333336,6.300524500011306,16.764103300010902,22.88301126667041,26.836992,299.39712,28.44672,115.728384,121.823232,125.898752,1956.5877777777778,3636.0899999999997,1174.2044444444443,1369.0,56422.084444444445,1069.2900000000002
2026-03-24 11:05:00,40.975736733333434,263.6610250666612,5.96525063333336,6.300524500011306,16.764103300010902,22.88301126667041,26.836992,299.39712,28.44672,115.728384,121.823232,125.898752,1956.5877777777778,3636.0899999999997,1174.2044444444443,1369.0,56422.084444444445,1069.2900000000002
2026-03-24 11:05:05,31.583474533333344,138.20692160000667,11.874363500000012,9.50159496666553,30.171661599994575,14.849483066655011,26.730496,299.241472,27.459584,115.728384,121.851904,125.927424,2212.1344444444444,1686.4711111111114,924.16,1298.4011111111115,62400.04000000001,2948.49
2026-03-24 11:05:10,31.583474533333344,138.20692160000667,11.87436350000001,9.50159496666553,30.171661599994575,14.849483066655011,26.730496,299.241472,27.459584,115.728384,121.851904,125.927424,2212.1344444444444,1686.4711111111114,924.16,1298.401111111111,62400.04000000001,2948.49
2026-03-24 11:05:15,31.583474533333344,138.20692160000667,11.87436350000001,9.50159496666553,30.171661599994575,14.849483066655011,26.730496,299.241472,27.459584,115.728384,121.851904,125.927424,2212.1344444444444,1686.4711111111114,924.16,1298.401111111111,62400.04000000001,2948.49
2026-03-24 11:05:20,31.583474533333344,138.20692160000667,11.87436350000001,9.50159496666553,30.171661599994575,14.849483066655011,26.730496,299.241472,27.459584,115.728384,121.851904,125.927424,2212.1344444444444,1686.4711111111114,924.16,1298.401111111111,62400.04000000001,2948.49
2026-03-24 11:05:25,31.583474533333344,138.20692160000667,11.87436350000001,9.50159496666553,30.171661599994575,14.849483066655011,26.730496,299.241472,27.459584,115.728384,121.851904,125.927424,2212.1344444444444,1686.4711111111114,924.16,1298.401111111111,62400.04000000001,2948.49
2026-03-24 11:05:30,31.583474533333344,138.20692160000667,11.87436350000001,9.50159496666553,30.171661599994575,14.849483066655011,26.730496,299.241472,27.459584,115.728384,121.851904,125.927424,2212.1344444444444,1686.4711111111114,924.16,1298.401111111111,62400.04000000001,2948.49
2026-03-24 11:05:35,34.182055966666525,260.073079833334,7.50914863333332,6.257836933324749,64.32957379999303,13.029507600003853,27.189248,297.320448,27.877376,115.728384,121.991168,125.93152,2749.2544444444443,2973.8844444444444,1218.01,1616.0400000000009,49565.60111111111,2326.4544444444446
2026-03-24 11:05:40,34.182055966666525,260.073079833334,7.509148633333318,6.257836933324749,64.32957379999303,13.029507600003853,27.189248,297.320448,27.877376,115.728384,121.991168,125.93152,2749.2544444444443,2973.8844444444444,1218.01,1616.0400000000002,49565.60111111111,2326.4544444444446
2026-03-24 11:05:45,34.182055966666525,260.073079833334,7.509148633333318,6.257836933324749,64.32957379999303,13.029507600003853,27.189248,297.320448,27.877376,115.728384,121.991168,125.93152,2749.2544444444443,2973.8844444444444,1218.01,1616.0400000000002,49565.60111111111,2326.4544444444446
2026-03-24 11:05:50,34.182055966666525,260.073079833334,7.509148633333318,6.257836933324749,64.32957379999303,13.029507600003853,27.189248,297.320448,27.877376,115.728384,121.991168,125.93152,2749.2544444444443,2973.8844444444444,1218.01,1616.0400000000002,49565.60111111111,2326.4544444444446
2026-03-24 11:05:55,34.182055966666525,260.073079833334,7.509148633333318,6.257836933324749,64.32957379999303,13.029507600003853,27.189248,297.320448,27.877376,115.728384,121.991168,125.93152,2749.2544444444443,2973.8844444444444,1218.01,1616.0400000000002,49565.60111111111,2326.4544444444446
2026-03-24 11:06:00,34.182055966666525,260.073079833334,7.509148633333318,6.257836933324749,64.32957379999303,13.029507600003853,27.189248,297.320448,27.877376,115.728384,121.991168,125.93152,2749.2544444444443,2973.8844444444444,1218.01,1616.0400000000002,49565.60111111111,2326.4544444444446
2026-03-24 11:06:05,40.55484506666669,261.1394399666703,5.031580033333269,7.099882300008176,23.397596833334926,15.926144600007317,27.377664,297.238528,27.447296,115.728384,121.991168,125.93152,806.56,2759.7511111111107,876.1600000000001,1073.6544444444448,56232.217777777776,2040.0277777777776
2026-03-24 11:06:10,40.55484506666669,261.1394399666703,5.0315800333332685,7.099882300008176,23.397596833334926,15.926144600007317,27.377664,297.238528,27.447296,115.728384,121.991168,125.93152,806.56,2759.7511111111107,876.1600000000001,1073.6544444444444,56232.217777777776,2040.0277777777776
2026-03-24 11:06:15,40.55484506666669,261.1394399666703,5.0315800333332685,7.099882300008176,23.397596833334926,15.926144600007317,27.377664,297.238528,27.447296,115.728384,121.991168,125.93152,806.56,2759.7511111111107,876.1600000000001,1073.6544444444444,56232.217777777776,2040.0277777777776
2026-03-24 11:06:20,40.55484506666669,261.1394399666703,5.0315800333332685,7.099882300008176,23.397596833334926,15.926144600007317,27.377664,297.238528,27.447296,115.728384,121.991168,125.93152,806.56,2759.7511111111107,876.1600000000001,1073.6544444444444,56232.217777777776,2040.0277777777776
2026-03-24 11:06:25,40.55484506666669,261.1394399666703,5.0315800333332685,7.099882300008176,23.397596833334926,15.926144600007317,27.377664,297.238528,27.447296,115.728384,121.991168,125.93152,806.56,2759.7511111111107,876.1600000000001,1073.6544444444444,56232.217777777776,2040.0277777777776
2026-03-24 11:06:30,40.55484506666669,261.1394399666703,5.0315800333332685,7.099882300008176,23.397596833334926,15.926144600007317,27.377664,297.238528,27.447296,115.728384,121.991168,125.93152,806.56,2759.7511111111107,876.1600000000001,1073.6544444444444,56232.217777777776,2040.0277777777776
2026-03-24 11:06:35,32.768601266666764,327.5280591666615,10.237685933333415,6.140186999997846,14.19703510000545,18.106740533327564,27.713536,297.324544,27.58656,115.728384,122.048512,125.87008,3548.187777777778,2503.334444444444,339.78777777777776,1594.671111111112,51544.13444444444,1534.0277777777776
2026-03-24 11:06:40,32.768601266666764,327.5280591666615,10.237685933333413,6.140186999997846,14.19703510000545,18.106740533327564,27.713536,297.324544,27.58656,115.728384,122.048512,125.87008,3548.187777777778,2503.334444444444,339.78777777777776,1594.6711111111108,51544.13444444444,1534.0277777777776
2026-03-24 11:06:45,32.768601266666764,327.5280591666615,10.237685933333413,6.140186999997846,14.19703510000545,18.106740533327564,27.713536,297.324544,27.58656,115.728384,122.048512,125.87008,3548.187777777778,2503.334444444444,339.78777777777776,1594.6711111111108,51544.13444444444,1534.0277777777776
2026-03-24 11:06:50,32.768601266666764,327.5280591666615,10.237685933333413,6.140186999997846,14.19703510000545,18.106740533327564,27.713536,297.324544,27.58656,115.728384,122.048512,125.87008,3548.187777777778,2503.334444444444,339.78777777777776,1594.6711111111108,51544.13444444444,1534.0277777777776
2026-03-24 11:06:55,32.768601266666764,327.5280591666615,10.237685933333413,6.140186999997846,14.19703510000545,18.106740533327564,27.713536,297.324544,27.58656,115.728384,122.048512,125.87008,3548.187777777778,2503.334444444444,339.78777777777776,1594.6711111111108,51544.13444444444,1534.0277777777776
2026-03-24 11:07:00,32.768601266666764,327.5280591666615,10.237685933333413,6.140186999997846,14.19703510000545,18.106740533327564,27.713536,297.324544,27.58656,115.728384,122.048512,125.87008,3548.187777777778,2503.334444444444,339.78777777777776,1594.6711111111108,51544.13444444444,1534.0277777777776
2026-03-24 11:07:05,33.43467563333344,219.01701233333975,9.058208199999978,5.710427433329338,26.84224673333423,20.434450833333056,27.754496,297.357312,27.459584,115.728384,122.097664,125.882368,1477.1211111111108,1672.81,1310.4400000000003,1199.4677777777783,49937.351111111115,1215.6844444444446
2026-03-24 11:07:10,33.43467563333344,219.01701233333975,9.058208199999976,5.710427433329338,26.84224673333423,20.434450833333056,27.754496,297.357312,27.459584,115.728384,122.097664,125.882368,1477.1211111111108,1672.81,1310.4400000000003,1199.4677777777777,49937.351111111115,1215.6844444444446
2026-03-24 11:07:15,33.43467563333344,219.01701233333975,9.058208199999976,5.710427433329338,26.84224673333423,20.434450833333056,27.754496,297.357312,27.459584,115.728384,122.097664,125.882368,1477.1211111111108,1672.81,1310.4400000000003,1199.4677777777777,49937.351111111115,1215.6844444444446
2026-03-24 11:07:20,33.43467563333344,219.01701233333975,9.058208199999976,5.710427433329338,26.84224673333423,20.434450833333056,27.754496,297.357312,27.459584,115.728384,122.097664,125.882368,1477.1211111111108,1672.81,1310.4400000000003,1199.4677777777777,49937.351111111115,1215.6844444444446
2026-03-24 11:07:25,33.43467563333344,219.01701233333975,9.058208199999976,5.710427433329338,26.84224673333423,20.434450833333056,27.754496,297.357312,27.459584,115.728384,122.097664,125.882368,1477.1211111111108,1672.81,1310.4400000000003,1199.4677777777777,49937.351111111115,1215.6844444444446
2026-03-24 11:07:30,33.43467563333344,219.01701233333975,9.058208199999976,5.710427433329338,26.84224673333423,20.434450833333056,27.754496,297.357312,27.459584,115.728384,122.097664,125.882368,1477.1211111111108,1672.81,1310.4400000000003,1199.4677777777777,49937.351111111115,1215.6844444444446
2026-03-24 11:07:35,33.07923456666657,120.95635480000055,7.472268933333364,6.86323983333447,15.49508823333478,10.953871700000189,27.926528,297.422848,27.877376,115.728384,122.097664,125.93152,2833.787777777778,3811.0044444444447,761.7600000000001,1794.934444444445,56802.77777777778,2116.0
2026-03-24 11:07:40,33.07923456666657,120.95635480000055,7.472268933333362,6.86323983333447,15.49508823333478,10.953871700000189,27.926528,297.422848,27.877376,115.728384,122.097664,125.93152,2833.787777777778,3811.0044444444447,761.7600000000001,1794.9344444444446,56802.77777777778,2116.0
2026-03-24 11:07:45,33.07923456666657,120.95635480000055,7.472268933333362,6.86323983333447,15.49508823333478,10.953871700000189,27.926528,297.422848,27.877376,115.728384,122.097664,125.93152,2833.787777777778,3811.0044444444447,761.7600000000001,1794.9344444444446,56802.77777777778,2116.0
2026-03-24 11:07:50,33.07923456666657,120.95635480000055,7.472268933333362,6.86323983333447,15.49508823333478,10.953871700000189,27.926528,297.422848,27.877376,115.728384,122.097664,125.93152,2833.787777777778,3811.0044444444447,761.7600000000001,1794.9344444444446,56802.77777777778,2116.0
2026-03-24 11:07:55,33.07923456666657,120.95635480000055,7.472268933333362,6.86323983333447,15.49508823333478,10.953871700000189,27.926528,297.422848,27.877376,115.728384,122.097664,125.93152,2833.787777777778,3811.0044444444447,761.7600000000001,1794.9344444444446,56802.77777777778,2116.0
2026-03-24 11:08:00,33.07923456666657,120.95635480000055,7.472268933333362,6.86323983333447,15.49508823333478,10.953871700000189,27.926528,297.422848,27.877376,115.728384,122.097664,125.93152,2833.787777777778,3811.0044444444447,761.7600000000001,1794.9344444444446,56802.77777777778,2116.0
